年度,交付金,目標,目標名,指標群,指標,列番号,配点,北塩原村,全国平均,全国中央値,標準偏差,該当市町村数,該当率
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,2 / 地域包括支援センター事業評価の達成状況 / ウ / ④,194,1.0,0.0,0.19241815048822516,,0.39419970300713814,335.0,0.19241815048822516
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,3 / 個別事例の検討割合 / ア,195,1.0,1.0,0.6995979322228604,,0.45843283635921894,1218.0,0.6995979322228604
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,3 / 個別事例の検討割合 / イ,196,1.0,1.0,0.4997128087306146,,0.49999991752116796,870.0,0.4997128087306146
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,3 / 個別事例の検討割合 / ウ,197,1.0,1.0,0.2998276852383688,,0.45818232659386854,522.0,0.2998276852383688
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,3 / 個別事例の検討割合 / エ,198,1.0,0.0,0.09994256174612291,,0.29992340038374016,174.0,0.09994256174612291
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,4 / 通いの場への参加率 / ア / ①,199,1.0,1.0,0.6995979322228604,,0.45843283635921894,1218.0,0.6995979322228604
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,4 / 通いの場への参加率 / ア / ②,200,1.0,1.0,0.4997128087306146,,0.49999991752116796,870.0,0.4997128087306146
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,4 / 通いの場への参加率 / ア / ③,201,1.0,1.0,0.2998276852383688,,0.45818232659386854,522.0,0.2998276852383688
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,4 / 通いの場への参加率 / ア / ④,202,1.0,1.0,0.09994256174612291,,0.29992340038374016,174.0,0.09994256174612291
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,4 / 通いの場への参加率 / イ / ①,203,1.0,1.0,0.6995979322228604,,0.45843283635921894,1218.0,0.6995979322228604
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,4 / 通いの場への参加率 / イ / ②,204,1.0,1.0,0.4997128087306146,,0.49999991752116796,870.0,0.4997128087306146
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,4 / 通いの場への参加率 / イ / ③,205,1.0,1.0,0.2998276852383688,,0.45818232659386854,522.0,0.2998276852383688
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,4 / 通いの場への参加率 / イ / ④,206,1.0,1.0,0.09994256174612291,,0.29992340038374016,174.0,0.09994256174612291
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,5 / ポイント事業への参加率 / ア,207,1.0,1.0,0.6289488799540494,,0.48308610656755196,1095.0,0.6289488799540494
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,5 / ポイント事業への参加率 / イ,208,1.0,0.0,0.3141872487076393,,0.4641913629713109,547.0,0.3141872487076393
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,5 / ポイント事業への参加率 / ウ,209,1.0,0.0,0.1883974727168294,,0.39102923802542044,328.0,0.1883974727168294
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,5 / ポイント事業への参加率 / エ,210,1.0,0.0,0.06260769672601953,,0.2422560072251714,109.0,0.06260769672601953
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,6 / 心身・認知機能維持・改善者の割合 / ア,211,1.0,0.0,0.6835152211372775,,0.4651044652666067,1190.0,0.6835152211372775
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,6 / 心身・認知機能維持・改善者の割合 / イ,212,1.0,0.0,0.34175761056863874,,0.47429879420788473,595.0,0.34175761056863874
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,6 / 心身・認知機能維持・改善者の割合 / ウ,213,1.0,0.0,0.20505456634118321,,0.4037414905156671,357.0,0.20505456634118321
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,6 / 心身・認知機能維持・改善者の割合 / エ,214,1.0,0.0,0.07926479035037334,,0.27015159329732763,138.0,0.07926479035037334
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,7 / 生活支援コーディネーター数 / ア,215,1.0,1.0,0.6995979322228604,,0.45843283635921894,1218.0,0.6995979322228604
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,7 / 生活支援コーディネーター数 / イ,216,1.0,1.0,0.4997128087306146,,0.49999991752116796,870.0,0.4997128087306146
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,7 / 生活支援コーディネーター数 / ウ,217,1.0,1.0,0.2998276852383688,,0.45818232659386854,522.0,0.2998276852383688
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,7 / 生活支援コーディネーター数 / エ,218,1.0,0.0,0.09994256174612291,,0.29992340038374016,174.0,0.09994256174612291
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,8 / 生活支援コーディネーターの地域ケア会議への参加割合 / ア,219,1.0,1.0,0.7001723147616312,,0.45818232659386854,1219.0,0.7001723147616312
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,8 / 生活支援コーディネーターの地域ケア会議への参加割合 / イ,220,1.0,1.0,0.5944859276278002,,0.4909912519386818,1035.0,0.5944859276278002
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,8 / 生活支援コーディネーターの地域ケア会議への参加割合 / ウ,221,1.0,1.0,0.5944859276278002,,0.4909912519386818,1035.0,0.5944859276278002
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,8 / 生活支援コーディネーターの地域ケア会議への参加割合 / エ,222,1.0,1.0,0.5944859276278002,,0.4909912519386818,1035.0,0.5944859276278002
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,9 / 多様なサービスの実施状況 / ア / ①,223,1.0,0.0,0.29753015508328545,,0.45717169848909234,518.0,0.29753015508328545
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,9 / 多様なサービスの実施状況 / ア / ②,224,1.0,0.0,0.2607696726019529,,0.43905449599454416,454.0,0.2607696726019529
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,9 / 多様なサービスの実施状況 / ア / ③,225,1.0,0.0,0.20850086157380815,,0.4062366949166309,363.0,0.20850086157380815
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,9 / 多様なサービスの実施状況 / ア / ④,226,1.0,0.0,0.09190120620333142,,0.28888643876392706,160.0,0.09190120620333142
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,9 / 多様なサービスの実施状況 / イ / ①,227,1.0,0.0,0.1636990235496841,,0.3700022340994228,285.0,0.1636990235496841
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,9 / 多様なサービスの実施状況 / イ / ②,228,1.0,0.0,0.12808730614589317,,0.3341869957825729,223.0,0.12808730614589317
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,9 / 多様なサービスの実施状況 / イ / ③,229,1.0,0.0,0.08156232050545663,,0.27369674528430515,142.0,0.08156232050545663
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,9 / 多様なサービスの実施状況 / イ / ④,230,1.0,0.0,0.020103388856978748,,0.1403539903723576,35.0,0.020103388856978748
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,9 / 多様なサービスの実施状況 / ウ / ①,231,1.0,0.0,0.3658816771970132,,0.48167652578106174,637.0,0.3658816771970132
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,9 / 多様なサービスの実施状況 / ウ / ②,232,1.0,0.0,0.295807007466973,,0.45640466890732745,515.0,0.295807007466973
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,9 / 多様なサービスの実施状況 / ウ / ③,233,1.0,0.0,0.19988512349224583,,0.3999138168389978,348.0,0.19988512349224583
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,9 / 多様なサービスの実施状況 / ウ / ④,234,1.0,0.0,0.05686387133831131,,0.23158232116189545,99.0,0.05686387133831131
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,9 / 多様なサービスの実施状況 / エ,235,1.0,0.0,0.01723147616312464,,0.1301328259601101,30.0,0.01723147616312464
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,,Ⅰ（ⅰ） 計,236,52.0,42.0,37.430212521539346,40.0,11.912778238745071,,
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,,Ⅰ（ⅱ） 計,237,48.0,29.0,20.40666283744974,20.0,6.355723616904502,,
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,,Ⅰ 合計,238,100.0,71.0,57.83687535898909,60.0,15.23553678235519,,
令和8年度,支援交付金,目標Ⅱ,認知症総合支援を推進する,（ⅰ）体制・取組指標群,1 / 認知症サポーター等を活用した地域支援体制の構築 / ア,239,4.0,4.0,3.4784606547960943,,1.3469053761196086,1514.0,0.8696151636990236
令和8年度,支援交付金,目標Ⅱ,認知症総合支援を推進する,（ⅰ）体制・取組指標群,1 / 認知症サポーター等を活用した地域支援体制の構築 / イ,240,4.0,0.0,3.124641010913268,,1.6538387456375492,1360.0,0.781160252728317
令和8年度,支援交付金,目標Ⅱ,認知症総合支援を推進する,（ⅰ）体制・取組指標群,1 / 認知症サポーター等を活用した地域支援体制の構築 / ウ,241,4.0,4.0,3.0212521539345203,,1.71960577984726,1315.0,0.7553130384836301
令和8年度,支援交付金,目標Ⅱ,認知症総合支援を推進する,（ⅰ）体制・取組指標群,1 / 認知症サポーター等を活用した地域支援体制の構築 / エ,242,4.0,4.0,2.113727742676623,,1.9967638820215274,920.0,0.5284319356691557
令和8年度,支援交付金,目標Ⅱ,認知症総合支援を推進する,（ⅰ）体制・取組指標群,1 / 認知症サポーター等を活用した地域支援体制の構築 / オ,243,4.0,0.0,1.321079839172889,,1.8812409242897332,575.0,0.33026995979322227
令和8年度,支援交付金,目標Ⅱ,認知症総合支援を推進する,（ⅰ）体制・取組指標群,1 / 認知症サポーター等を活用した地域支援体制の構築 / カ,244,5.0,0.0,2.1424468696151635,,2.474299043962149,746.0,0.4284893739230327
令和8年度,支援交付金,目標Ⅱ,認知症総合支援を推進する,（ⅰ）体制・取組指標群,2 / 早期診断・早期対応の体制構築 / ア,245,4.0,4.0,3.848363009764503,,0.7639071829314784,1675.0,0.9620907524411257
令和8年度,支援交付金,目標Ⅱ,認知症総合支援を推進する,（ⅰ）体制・取組指標群,2 / 早期診断・早期対応の体制構築 / イ,246,5.0,5.0,4.819069500287191,,0.9337647738256766,1678.0,0.9638139000574383
令和8年度,支援交付金,目標Ⅱ,認知症総合支援を推進する,（ⅰ）体制・取組指標群,2 / 早期診断・早期対応の体制構築 / ウ,247,5.0,5.0,3.3802412406662836,,2.3399092628198814,1177.0,0.6760482481332567
令和8年度,支援交付金,目標Ⅱ,認知症総合支援を推進する,（ⅰ）体制・取組指標群,2 / 早期診断・早期対応の体制構築 / エ,248,5.0,0.0,3.7219988512349222,,2.180990327255151,1296.0,0.7443997702469844
令和8年度,支援交付金,目標Ⅱ,認知症総合支援を推進する,（ⅰ）体制・取組指標群,3 / 難聴高齢者の早期発見・早期介入 / ア,249,5.0,0.0,3.443423319931074,,2.3151571090123086,1199.0,0.6886846639862149
令和8年度,支援交付金,目標Ⅱ,認知症総合支援を推進する,（ⅰ）体制・取組指標群,3 / 難聴高齢者の早期発見・早期介入 / イ,250,5.0,0.0,2.4382538770821367,,2.4992373669390853,849.0,0.4876507754164273
令和8年度,支援交付金,目標Ⅱ,認知症総合支援を推進する,（ⅰ）体制・取組指標群,3 / 難聴高齢者の早期発見・早期介入 / ウ,251,5.0,0.0,0.7323377369327972,,1.7678716366660039,255.0,0.14646754738655945
令和8年度,支援交付金,目標Ⅱ,認知症総合支援を推進する,（ⅰ）体制・取組指標群,3 / 難聴高齢者の早期発見・早期介入 / エ,252,5.0,0.0,0.23836875358989087,,1.0653751007328152,83.0,0.04767375071797817
令和8年度,支援交付金,目標Ⅱ,認知症総合支援を推進する,活動指標群,1 / 認知症サポーター数 / ア,253,3.0,0.0,2.0987937966685815,,1.3752985090776568,1218.0,0.6995979322228604
令和8年度,支援交付金,目標Ⅱ,認知症総合支援を推進する,活動指標群,1 / 認知症サポーター数 / イ,254,3.0,0.0,1.4991384261918437,,1.499999752563504,870.0,0.4997128087306146
